task_id	sid	snap	run_label	mode	alpha	ray_id	spectrum_file	output_file
59	143881	99	L4Rvir	flip	58	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha58_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha058/L4Rvir_sid143881_J122138+043026_flip_alpha58_spectrum_fits.csv
60	143881	99	L4Rvir	flip	59	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha59_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha059/L4Rvir_sid143881_J122138+043026_flip_alpha59_spectrum_fits.csv
61	143881	99	L4Rvir	flip	60	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha60_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha060/L4Rvir_sid143881_J122138+043026_flip_alpha60_spectrum_fits.csv
62	143881	99	L4Rvir	flip	61	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha61_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha061/L4Rvir_sid143881_J122138+043026_flip_alpha61_spectrum_fits.csv
63	143881	99	L4Rvir	flip	62	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha62_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha062/L4Rvir_sid143881_J122138+043026_flip_alpha62_spectrum_fits.csv
64	143881	99	L4Rvir	flip	63	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha63_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha063/L4Rvir_sid143881_J122138+043026_flip_alpha63_spectrum_fits.csv
65	143881	99	L4Rvir	flip	64	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha64_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha064/L4Rvir_sid143881_J122138+043026_flip_alpha64_spectrum_fits.csv
66	143881	99	L4Rvir	flip	65	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha65_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha065/L4Rvir_sid143881_J122138+043026_flip_alpha65_spectrum_fits.csv
67	143881	99	L4Rvir	flip	66	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha66_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha066/L4Rvir_sid143881_J122138+043026_flip_alpha66_spectrum_fits.csv
68	143881	99	L4Rvir	flip	67	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha67_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha067/L4Rvir_sid143881_J122138+043026_flip_alpha67_spectrum_fits.csv
69	143881	99	L4Rvir	flip	68	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha68_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha068/L4Rvir_sid143881_J122138+043026_flip_alpha68_spectrum_fits.csv
70	143881	99	L4Rvir	flip	69	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha69_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha069/L4Rvir_sid143881_J122138+043026_flip_alpha69_spectrum_fits.csv
71	143881	99	L4Rvir	flip	70	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha70_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha070/L4Rvir_sid143881_J122138+043026_flip_alpha70_spectrum_fits.csv
72	143881	99	L4Rvir	flip	71	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha71_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha071/L4Rvir_sid143881_J122138+043026_flip_alpha71_spectrum_fits.csv
73	143881	99	L4Rvir	flip	72	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha72_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha072/L4Rvir_sid143881_J122138+043026_flip_alpha72_spectrum_fits.csv
74	143881	99	L4Rvir	flip	73	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha73_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha073/L4Rvir_sid143881_J122138+043026_flip_alpha73_spectrum_fits.csv
75	143881	99	L4Rvir	flip	74	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha74_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha074/L4Rvir_sid143881_J122138+043026_flip_alpha74_spectrum_fits.csv
76	143881	99	L4Rvir	flip	75	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha75_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha075/L4Rvir_sid143881_J122138+043026_flip_alpha75_spectrum_fits.csv
77	143881	99	L4Rvir	flip	76	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha76_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha076/L4Rvir_sid143881_J122138+043026_flip_alpha76_spectrum_fits.csv
78	143881	99	L4Rvir	flip	77	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha77_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha077/L4Rvir_sid143881_J122138+043026_flip_alpha77_spectrum_fits.csv
79	143881	99	L4Rvir	flip	78	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha78_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha078/L4Rvir_sid143881_J122138+043026_flip_alpha78_spectrum_fits.csv
80	143881	99	L4Rvir	flip	79	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha79_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha079/L4Rvir_sid143881_J122138+043026_flip_alpha79_spectrum_fits.csv
81	143881	99	L4Rvir	flip	80	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha80_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha080/L4Rvir_sid143881_J122138+043026_flip_alpha80_spectrum_fits.csv
82	143881	99	L4Rvir	flip	81	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha81_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha081/L4Rvir_sid143881_J122138+043026_flip_alpha81_spectrum_fits.csv
83	143881	99	L4Rvir	flip	82	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha82_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha082/L4Rvir_sid143881_J122138+043026_flip_alpha82_spectrum_fits.csv
84	143881	99	L4Rvir	flip	83	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha83_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha083/L4Rvir_sid143881_J122138+043026_flip_alpha83_spectrum_fits.csv
85	143881	99	L4Rvir	flip	84	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha84_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha084/L4Rvir_sid143881_J122138+043026_flip_alpha84_spectrum_fits.csv
86	143881	99	L4Rvir	flip	85	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha85_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha085/L4Rvir_sid143881_J122138+043026_flip_alpha85_spectrum_fits.csv
87	143881	99	L4Rvir	flip	86	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha86_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha086/L4Rvir_sid143881_J122138+043026_flip_alpha86_spectrum_fits.csv
88	143881	99	L4Rvir	flip	87	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha87_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha087/L4Rvir_sid143881_J122138+043026_flip_alpha87_spectrum_fits.csv
89	143881	99	L4Rvir	flip	88	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha88_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha088/L4Rvir_sid143881_J122138+043026_flip_alpha88_spectrum_fits.csv
90	143881	99	L4Rvir	flip	89	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha89_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha089/L4Rvir_sid143881_J122138+043026_flip_alpha89_spectrum_fits.csv
91	143881	99	L4Rvir	flip	90	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha90_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha090/L4Rvir_sid143881_J122138+043026_flip_alpha90_spectrum_fits.csv
92	143881	99	L4Rvir	flip	91	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha91_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha091/L4Rvir_sid143881_J122138+043026_flip_alpha91_spectrum_fits.csv
93	143881	99	L4Rvir	flip	92	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha92_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha092/L4Rvir_sid143881_J122138+043026_flip_alpha92_spectrum_fits.csv
94	143881	99	L4Rvir	flip	93	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha93_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha093/L4Rvir_sid143881_J122138+043026_flip_alpha93_spectrum_fits.csv
95	143881	99	L4Rvir	flip	94	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha94_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha094/L4Rvir_sid143881_J122138+043026_flip_alpha94_spectrum_fits.csv
96	143881	99	L4Rvir	flip	95	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha95_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha095/L4Rvir_sid143881_J122138+043026_flip_alpha95_spectrum_fits.csv
97	143881	99	L4Rvir	flip	96	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha96_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha096/L4Rvir_sid143881_J122138+043026_flip_alpha96_spectrum_fits.csv
98	143881	99	L4Rvir	flip	97	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha97_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha097/L4Rvir_sid143881_J122138+043026_flip_alpha97_spectrum_fits.csv
99	143881	99	L4Rvir	flip	98	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha98_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha098/L4Rvir_sid143881_J122138+043026_flip_alpha98_spectrum_fits.csv
100	143881	99	L4Rvir	flip	99	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha99_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha099/L4Rvir_sid143881_J122138+043026_flip_alpha99_spectrum_fits.csv
101	143881	99	L4Rvir	flip	100	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha100_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha100/L4Rvir_sid143881_J122138+043026_flip_alpha100_spectrum_fits.csv
102	143881	99	L4Rvir	flip	101	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha101_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha101/L4Rvir_sid143881_J122138+043026_flip_alpha101_spectrum_fits.csv
103	143881	99	L4Rvir	flip	102	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha102_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha102/L4Rvir_sid143881_J122138+043026_flip_alpha102_spectrum_fits.csv
104	143881	99	L4Rvir	flip	103	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha103_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha103/L4Rvir_sid143881_J122138+043026_flip_alpha103_spectrum_fits.csv
105	143881	99	L4Rvir	flip	104	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha104_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha104/L4Rvir_sid143881_J122138+043026_flip_alpha104_spectrum_fits.csv
106	143881	99	L4Rvir	flip	105	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha105_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha105/L4Rvir_sid143881_J122138+043026_flip_alpha105_spectrum_fits.csv
107	143881	99	L4Rvir	flip	106	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha106_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha106/L4Rvir_sid143881_J122138+043026_flip_alpha106_spectrum_fits.csv
108	143881	99	L4Rvir	flip	107	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha107_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha107/L4Rvir_sid143881_J122138+043026_flip_alpha107_spectrum_fits.csv
109	143881	99	L4Rvir	flip	108	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha108_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha108/L4Rvir_sid143881_J122138+043026_flip_alpha108_spectrum_fits.csv
110	143881	99	L4Rvir	flip	109	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha109_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha109/L4Rvir_sid143881_J122138+043026_flip_alpha109_spectrum_fits.csv
111	143881	99	L4Rvir	flip	110	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha110_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha110/L4Rvir_sid143881_J122138+043026_flip_alpha110_spectrum_fits.csv
112	143881	99	L4Rvir	flip	111	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha111_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha111/L4Rvir_sid143881_J122138+043026_flip_alpha111_spectrum_fits.csv
113	143881	99	L4Rvir	flip	112	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha112_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha112/L4Rvir_sid143881_J122138+043026_flip_alpha112_spectrum_fits.csv
